index,id,research_title,initiation_date,status,has_result,locations,organization
329,NCT05517642,"Immunogenicity, Efficacy and Safety of Inhaled (IH) Viral Vectored Vaccine (Convidecia, CanSino) as Second Booster Dose Against Emerging Variants of Concern (VOC) of SARS-CoV-2 to Prevent Breakthrough Infections. A Randomized Observer-blind Controlled Trial.",2022-09-20,COMPLETED,0,Malaysia,"CanSino Biologics Inc."
330,NCT05490342,"Evaluation of SARS-CoV-2 Antibody Response After Vaccination in Liver Transplant Recipients Who Undergo Tailored Immunosuppression Therapy",2022-04-01,COMPLETED,0,Italy,"University of Rome Tor Vergata"
331,NCT05163652,"Clinical Study of the Third Dose Immunization Schedule of COVID-19 Inactivated Vaccine, (Vero Cells) Based on the Basic Immunity of Different COVID-19 Inactivated Vaccine in Adults Aged 18 Years and Above",2021-12-18,UNKNOWN,0,China,ChineseAMS
332,NCT04914832,"Effectiveness of Covid-19 Vaccination in Eswatini Against SARS-CoV-2 Associated Hospitalization and Death",2021-08-30,COMPLETED,0,Swaziland,"University of Witwatersrand, South Africa"
333,NCT05007275,"A Phase I Study to Determine Safety and Immunogenicity of the Candidate COVID-19 Vaccine AZD1222 Delivered by Aerosol in Healthy Adult Volunteers",2021-10-10,ACTIVENOTRECRUITING,0,"United Kingdom","Imperial College London"
334,NCT04437875,"An Open Study of the Safety, Tolerability and Immunogenicity of the Drug ""Gam-COVID-Vac Lyo"" Lyophilizate for the Preparation of a Solution for Intramuscular Injection With the Participation of Healthy Volunteers",2020-06-17,COMPLETED,0,"Russian Federation","Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation"
335,NCT04789356,"Phase IV Study to Evaluate the Effectiveness of the Inactivated Adsorbed Vaccine Against COVID-19 CoronaVac, Among Public Safety and Education Workers With Risk Factors for Severity, in Manaus (Amazonas)",2021-03-18,UNKNOWN,0,Brazil,"Fundação de Medicina Tropical Dr. Heitor Vieira Dourado"
336,NCT05157256,"Monitoring of Anti-SARS-CoV-2 (COVID 19) and Encapsulated Vaccination in a Cohort of Patients With Thalassemic and Falcemic Syndromes",2022-01-01,ACTIVENOTRECRUITING,0,Italy,"Società Italiana Talassemie ed Emoglobinopatie"
337,NCT04527575,"Simple, Blind, Placebo-controlled, Randomized Study of the Safety, Reactogenicity and Immunogenicity of Vaccine Based on Peptide Antigens for the Prevention of COVID-19 (EpiVacCorona), in Volunteers Aged 18-60 Years (I-II Phase)",2020-07-27,COMPLETED,0,"Russian Federation","Federal Budgetary Research Institution State Research Center of Virology and Biotechnology ""Vector"""
338,NCT04640233,"Randomized, Double-Blind, Placebo-Controlled, Parallel-Group, Phase II/III Adaptive Clinical Trial to Assess the Safety and Immunogenicity of Gam-COVID-Vac Combined Vector Vaccine for SARS-Сov-2 Infection in Indian Healthy Subjects",2020-11-30,UNKNOWN,0,India,"Dr. Reddy's Laboratories Limited"
339,NCT05911087,"A Phase 2/3, Randomized, Double-blinded , Parallel Controlled Trial to Evaluate the Immunogenicity, Safety and Efficacy of A Heterologous Booster Dose With COVID-19 mRNA Vaccines (Bivalent) , in Previously Vaccinated Subjects Against COVID-19 With 2/3 Doses COVID-19 Vaccine Compared to a Booster Dose With mRNA COVID-19 Vaccine（Pfizer Bivalent Vaccine）in Adults.",2023-06-20,NOTYETRECRUITING,0,"","Stemirna Therapeutics"
340,NCT05664932,"Evaluate the Immunogenicity and Safety of a Recombinant SARS-CoV-2 Vaccine (CHO Cell) LYB001 as Booster Vaccination in Adults 18 Years of Age or Above Who Have Completed Two-dose or Three-dose Inactivated COVID-19 Vaccine",2022-12-28,ACTIVENOTRECRUITING,0,China,"Guangzhou Patronus Biotech Co., Ltd."
341,NCT05239832,"A Clinical Study to Evaluate the Safety and Immunogenicity of Sequential Immunization of Recombinant SARS-CoV-2 Fusion Protein Vaccine (V-01) in Healthy Participants Aged 18 Years and Older After the Vaccination of 2 Doses of Inactivated Vaccines",2021-08-05,UNKNOWN,0,China,"Livzon Pharmaceutical Group Inc."
342,NCT05260437,"A Phase 1, Open-label, Safety, Reactogenicity, and Immunogenicity Trial of the CV2CoV mRNA Vaccine Against SARS CoV 2 in Seropositive Adult Participants",2022-03-24,COMPLETED,0,"United States",GlaxoSmithKline
343,NCT06167915,"A Randomized, Blinded, Placebo-Controlled, Dose Escalation Phase 1 Trial of Recombinant COVID-19 Trivalent (XBB.1+BQ.1.1+Prototype) Protein Vaccine （CHO Cell）（LYB002V14） in Booster Vaccination in Participants Aged 18 Years Old and Above",2023-12-26,NOTYETRECRUITING,0,China,"Guangzhou Patronus Biotech Co., Ltd."
344,NCT05246137,"A Phase III, Open Label, Single Arm, Multi-centre, Trial to Assess the Safety and Immunogenicity of a Booster Vaccination With a Recombinant Protein RBD Fusion Heterodimer Candidate (PHH-1V) Against SARS-CoV-2, in Adults Vaccinated Against COVID-19.",2022-02-03,COMPLETED,0,"Spain,Italy","Hipra Scientific, S.L.U"
345,NCT06391515,"Subacute Thyroiditis in the SARS-CoV-2 Era: a Multicentre Prospective Study",2020-11-23,COMPLETED,0,Italy,"University of Modena and Reggio Emilia"
346,NCT05104385,"Hacettepe Health Cohort: A Prospective Follow-up of the General Health Status and Effectiveness, Durability and Adverse Effects of COVID-19 Vaccine Among Students of Medical and Dental Schools",2021-06-21,COMPLETED,0,Turkey,"Hacettepe University"
347,NCT04841785,"The RECOVAC LESS CoV-2 Study - Long Term Efficacy and Safety of SARS-CoV-2 Vaccination in Patients in Patients With Chronic Kidney Disease Stage G4-G5, on Dialysis or After Kidney Transplantation",2021-04-22,COMPLETED,0,Netherlands,"University Medical Center Groningen"
348,NCT04934215,"Evaluation of Post-vaccination Anti-SARS-CoV-2 Serological Response in Health Care Workers With a History of COVID-19.",2021-07-28,COMPLETED,0,France,"Fondation Hôpital Saint-Joseph"
349,NCT05109585,"Determinants of the Level of Anti-SARS-CoV-2 IgG ANTibodiEs After Vaccination (DANTE-SIRIO 7) Study",2021-04-20,UNKNOWN,0,Poland,"Collegium Medicum w Bydgoszczy"
350,NCT04466085,"A Randomized, Blinded, Placebo-controlled Trial to Evaluate the Immunogenicity and Safety of a Recombinant New Coronavirus Vaccine (CHO Cell) With Different Doses and Different Immunization Procedures in Healthy People Aged 18 to 59 Years",2020-07-12,UNKNOWN,0,China,"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd."
351,NCT05135585,"Evaluation of the Post-vaccination Immune Response to COVID-19 in the New Caledonian Population",2021-12-01,COMPLETED,0,"New Caledonia","Institut Pasteur"
352,NCT05022407,"Impact of COVID-19 Epidemic on Clinical Outcomes and Service Delivery Among People Living With HIV and Health Care Workers in Mozambique",2021-07-15,COMPLETED,0,Mozambique,"Instituto Nacional de Saúde, Mozambique"
353,NCT05738707,"Clinical Study of SARS-CoV-2 Vaccine Sequentially Enhancing Immune Response in Metabolism-related Fatty Liver Disease Based on Deep Machine Learning",2023-02,NOTYETRECRUITING,0,"","The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School"
354,NCT05181709,"A Phase-1, Open-Label, Placebo-Controlled Evaluation of a Live, Recombinant Newcastle Disease Virus Expressing the Spike Protein of SARS-CoV-2 (NDV-HXP-S), an Investigational Product for Intranasal (IN) and/or Intramuscular (IM) Vaccination in Healthy Adults Previously Immunized Against COVID-19.",2022-02-09,ACTIVENOTRECRUITING,0,"United States","Icahn School of Medicine at Mount Sinai"
355,NCT05094609,"Phase 1, Open Label Study to Evaluate the Safety and Immunogenicity of ChAd68 and AdHu5 Vector-based Trivalent COVID-19 Vaccines Delivered Via Inhaled Aerosol",2022-01-03,ACTIVENOTRECRUITING,0,Canada,"McMaster University"
356,NCT04521309,"Severe Acute Respiratory Syndrome Corona Virus 2 (SARS-CoV-2) Antibodies Based Intravenous Immunoglobulin (IVIG) Therapy for Severe and Critically Ill COVID-19 Patients",2020-06-19,COMPLETED,0,Pakistan,"Dow University of Health Sciences"
357,NCT05005156,"A Randomized, Double-blind, Placebo-controlled, Phase IIb Clinical Trial to Evaluate the Efficacy, Safety and Immunogenicity of One or Two Doses of Recombinant Novel Coronavirus Vaccine (Adenovirus Type 5 Vector) in Adults 18 Years of Age and Older, Living With HIV, on Stable Treatment, and Virologically Suppressed for at Least 6 Months.",2021-06-24,UNKNOWN,0,Argentina,"Fundación Huésped"
358,NCT04510207,"Multicenter, Randomized, Double Blind, Parallel Placebo Controlled, Phase III Clinical Trial to Evaluate the Protective Efficacy, Safety and Immunogenicity of Inactivated SARS-CoV-2 Vaccines (Vero Cell) in Healthy Population Aged 18 Years Old and Above",2020-07-16,COMPLETED,0,"Jordan,Bahrain,United Arab Emirates,Egypt","China National Biotec Group Company Limited"
359,NCT05132907,"Phase 1, Dose-Escalation Study Of Nanoparticle Carrier-Formulated Self- Replicating Replicon RNA (repRNA) SARS-CoV-2 Vaccine (HDT-301) Targeting A Variant Spike Protein In Unvaccinated Or Previously Vaccinated Healthy Adults",2022-01-24,ACTIVENOTRECRUITING,0,"United States","HDT Bio"
360,NCT04967807,"Myocardial Injury and Outcomes Following COVID-19 Vaccination (MYOVAX Study)",2021-08-05,ACTIVENOTRECRUITING,0,Canada,"University Health Network, Toronto"
361,NCT05247307,"Clinical Efficacy of the Infusion of Donor Plasma, Convalescent From SARS-CoV-2 Infection, to Patients With Recent Infection.",2020-03-31,TERMINATED,0,Spain,"Hospital Galdakao-Usansolo"
362,NCT05052307,"Effectiveness of Pfizer-BioNTech BNT162b2 mRNA COVID-19 Vaccine on Symptomatic SARS-CoV-2 Infection and COVID-19-related Hospitalizations, Mortality, and Long-term Consequences in Brazil: a Real-world Evidence Study",2021-11-03,COMPLETED,0,Brazil,"Hospital Moinhos de Vento"
363,NCT04470609,"A Randomized, Double-blind, Placebo-controlled, Phase Ib/IIb Trial of an Inactivated SARS-CoV-2 Vaccine in Healthy People Aged ⩾60 Years",2020-07-10,COMPLETED,0,China,"Institute of Medical Biology, Chinese Academy of Medical Sciences"
364,NCT04348656,"A Randomized Open-Label Trial of CONvalenscent Plasma for Hospitalized Adults With Acute COVID-19 Respiratory Illness (CONCOR-1)",2020-03-14,TERMINATED,1,"Brazil,United States,Canada","McMaster University"
365,NCT05162456,"Determinants of the Level of Anti-SARS-CoV-2 IgG ANTibodiEs After Vaccination in Patients After Organ Transplantation (DANTE-SIRIO 8) Study",2021-07-01,UNKNOWN,0,Poland,"Collegium Medicum w Bydgoszczy"
366,NCT05133609,"COVID-19 VACCINE SAFETY AND EFFECTIVENESS",2021-01-15,UNKNOWN,0,Brazil,"Federal University of Espirito Santo"
367,NCT05774171,"To Explore the Protective Effect of SARS-CoV-2 Vaccination on Cancer Patients Infected With SARS-CoV-2",2023-01-01,RECRUITING,0,China,"Cancer Institute and Hospital, Chinese Academy of Medical Sciences"
368,NCT04436471,"An Open Study of the Safety, Tolerability and Immunogenicity of the Drug ""Gam-COVID-Vac"" a Solution for Intramuscular Injection With the Participation of Healthy Volunteers",2020-06-17,COMPLETED,0,"Russian Federation","Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation"
369,NCT05077254,"A Randomized Study to Evaluate Antibody Response to an Additional Dose of SARS-CoV-2 Vaccination With and Without Immunosuppression Reduction in Kidney and Liver Transplant Recipients",2021-12-06,ACTIVENOTRECRUITING,0,"United States","National Institute of Allergy and Infectious Diseases (NIAID)"
370,NCT05067933,"A Phase 2, Double-Blind, Multi-Center, Randomized, Placebo-Controlled, Dose-Ranging Trial to Determine the Safety, Immunogenicity and Efficacy of an Adenoviral-Vector Based Vaccine Expressing Severe Acute Respiratory Syndrome (SARS-CoV-2) and dsRNA Adjuvant Administered Orally",2021-10-01,COMPLETED,0,"United States",Vaxart
371,NCT05589233,"Clinical Phenotype of Persons Vaccinated Against Sars-CoV-2 Hospitalized for COVID-19 Disease as a Basis for Optimalization of National Vaccination Strategy and Post-exposure Prophylaxis",2021-01-01,COMPLETED,0,Czechia,"University Hospital Hradec Kralove"
372,NCT05430958,"Phase 1 Open Label Study to Evaluate the Safety, Tolerability, and Immunogenicity of an Intradermal Booster Dose of INO-4800 Alone or in Combination With INO-9112 Followed by Electroporation, in Adults Who Completed a Primary Immunization Series Against SARS-CoV-2 With mRNA Vaccines",2022-10,WITHDRAWN,0,"","Inovio Pharmaceuticals"
373,NCT04935528,"Study of Mechanisms of Anti COVID-19 Humoral and Cellular Immune Response Between 1 and 3 Months After Vaccination in a Sample of Patients and Salaried Staff From a French Anti-cancer Center",2021-06-02,COMPLETED,0,France,"Centre Georges Francois Leclerc"
374,NCT04760132,"National Cohort Study of Effectiveness and Safety of SARS-CoV-2/COVID-19 Vaccines",2021-02-08,COMPLETED,0,Denmark,"Rigshospitalet, Denmark"
375,NCT05079152,"A Randomized, Controlled, Multicenter Phase 4 Clinic Trial to Evaluate the Immunogenicity and Safety of Combined Immunization of Inactivated SARS-CoV-2 Vaccines (Vero Cell) (COVAX) (Produced in Wuhan) and 23-valent Pneumococcal Polysaccharide Vaccine (PPV23) or Quadrivalent Inactivated Influenza Vaccine (IIV4)",2021-05-06,UNKNOWN,0,China,"China National Biotec Group Company Limited"
376,NCT05110911,"Does Repeat Influenza Vaccination Constrain Influenza Immune Responses and Protection",2020-04-02,RECRUITING,0,Australia,"University of Melbourne"
377,NCT05042011,"Role of mHealth-based Interventions Including Social Media to Improve Childhood Immunization Coverage During COVID 19 Pandemic in Pakistan: Qualitative Study",2021-03-01,UNKNOWN,0,Pakistan,"Aga Khan University"
378,NCT04870411,"Immunological Response to COVID-19 Vaccine in Patients With Autoimmune and Inflammatory Diseases Treated With Immunosuppressants and/or Biologics",2021-05-12,TERMINATED,0,France,"Assistance Publique - Hôpitaux de Paris"
379,NCT05124171,"Immunogenicity and Reactogenicity Following a 3rd Dose of COVID-19 mRNA Vaccine (Pfizer-BioNtech) and Two Adjuvanted Sub-unit Vaccines (SP/GSK) Administered as a Booster in Adults Who Received 2 Doses of Pfizer-BioNTech mRNA Vaccine as a Primary Vaccination: A Randomized, Single-blinded Multicenter Clinical Trial",2021-12-08,ACTIVENOTRECRUITING,0,France,"Assistance Publique - Hôpitaux de Paris"
380,NCT04902911,"Point of Care Evaluation of Novir 2019-nCoV Immunoglobulin G/ Immunoglobulin M (IgG/IgM) Antibody Test (Collodial Gold)",2021-04-13,TERMINATED,0,"United States","Medical College of Wisconsin"
381,NCT05629793,"Differential Diagnosis of Persistent COVID-19 by Artificial Intelligence",2022-12-14,NOTYETRECRUITING,0,Spain,"Fundacin Biomedica Galicia Sur"
382,NCT04836793,"Study of Humoral and Cellular Immune Responses Following SARS-CoV-2 Vaccination to Predict Immune Responses in Cancer Patients",2021-04-15,UNKNOWN,0,France,"Centre Hospitalier Universitaire de Besancon"
383,NCT05186571,"Population-based Incidence of Myopericarditis After Messenger Ribonucleic Acid (mRNA) COVID-19 Vaccination in Danish Children 5-11 Years Old",2021-12-01,UNKNOWN,0,Denmark,"Rigshospitalet, Denmark"
384,NCT05543993,"Serological and Functional Impact of COVID-19 Vaccination on the Maternal Fetal Unit and Infant Immunity",2022-09-29,RECRUITING,0,"United States","Thomas Jefferson University"
385,NCT04962893,"Phase II Study to Assess the Safety, Efficacy, and Immunogenicity of Authentic SARS-CoV-2 or Alpha Variant Spike Containing VLP Vaccines and Their Combination for the Prevention of COVID-19 in Healthy Adult Volunteers (SAVE STUDY)",2021-06-26,COMPLETED,0,Turkey,"The Scientific and Technological Research Council of Turkey"
386,NCT04368728,"A PHASE 1/2/3, PLACEBO-CONTROLLED, RANDOMIZED, OBSERVER-BLIND, DOSE-FINDING STUDY TO EVALUATE THE SAFETY, TOLERABILITY, IMMUNOGENICITY, AND EFFICACY OF SARS-COV-2 RNA VACCINE CANDIDATES AGAINST COVID-19 IN HEALTHY INDIVIDUALS",2020-04-29,COMPLETED,0,"Argentina,Brazil,Germany,South Africa,Turkey,United States","BioNTech SE"
387,NCT04842305,"Induction of SARS-CoV-2 Spike Glycoprotein Antibodies in Saliva and Plasma in Response to a COVID-19 Infection, Systemic COVID-19 Vaccination, and the Combination of COVID-19 and Vaccination",2021-04,UNKNOWN,0,"","University Hospital Bispebjerg and Frederiksberg"
388,NCT05541861,"An Exploratory Phase I, Randomized, Observer-blind, Active-controlled, Dose-escalation Trial Evaluating the Safety, Tolerability, and Immunogenicity of an Investigational RNA-based SARS-CoV-2 Vaccine in COVID-19 Vaccine Experienced Healthy Adults",2022-11-08,RECRUITING,0,"United States","BioNTech SE"
389,NCT04979871,"Kinetics and Stability of Anti-SARS-CoV-2 Antibodies and Virus Neutralization After COVID-19 Vaccination in a Swiss Cohort",2021-07-22,COMPLETED,0,Switzerland,"University of Zurich"
390,NCT04817371,"Analysis of Volatile Organic Compounds in Exhaled Air and Sweat: Interest in Rapid Screening for SARS-CoV-2 Infection.",2021-03-01,RECRUITING,0,France,"Hopital Foch"
391,NCT04889209,"A Phase 1/2 Study of Delayed Heterologous SARS-CoV-2 Vaccine Dosing (Boost) After Receipt of EUA Vaccines",2021-05-28,COMPLETED,0,"United States","National Institute of Allergy and Infectious Diseases (NIAID)"
392,NCT05057897,"A Phase IV Open-Label, Non-Randomized, Multi-Cohort, Multicenter Study in Previously Unvaccinated Immunocompromised Adults to Determine the Immunogenicity and Safety of AZD1222 Vaccine for the Prevention of COVID-19",2022-01-31,TERMINATED,0,"Ukraine,Thailand",AstraZeneca
393,NCT04860297,"A Phase 3b, Open-Label, Safety and Immunogenicity Study of SARS-CoV-2 mRNA-1273 Vaccine in Adult Solid Organ Transplant Recipients and Healthy Controls",2021-04-16,COMPLETED,1,"United States","ModernaTX, Inc."
394,NCT04757883,"Immunological Follow-up After COVID 19 Vaccination in Kidney Transplant Recipients",2021-02-02,RECRUITING,0,France,"University Hospital, Strasbourg, France"
395,NCT05479383,"Tobacco Use and Uptake of COVID-19 Vaccinations in Finland: a General Population Study",2017-10-02,ACTIVENOTRECRUITING,0,Finland,"Finnish Institute for Health and Welfare"
396,NCT04569383,"An Open, Single-center Phase I Trial to Assess the Safety, Tolerability and Immunogenicity of Two Ascending Doses of the Candidate Vaccine MVA-SARS-2-S and Heterologous Booster Vaccinations With a Licensed Vaccine Against COVID-19",2020-10-05,COMPLETED,0,Germany,"Universitätsklinikum Hamburg-Eppendorf"
397,NCT05602961,"A Phase I/II Partially Randomized, Active-controlled Observer-blind, Dose-selection, Safety and Immunogenicity Study of GLB-COV2-043, an mRNA Vaccine Candidate Against SARS-CoV-2, Administered as a Single-vaccination Booster to Previously Vaccinated Adults",2023-02-21,WITHDRAWN,0,"","GreenLight Biosciences, Inc."
398,NCT04283461,"Phase I, Open-Label, Dose-Ranging Study of the Safety and Immunogenicity of 2019-nCoV Vaccine (mRNA-1273) in Healthy Adults",2020-03-16,COMPLETED,1,"United States","National Institute of Allergy and Infectious Diseases (NIAID)"
399,NCT05710783,"Phase II/III Parallel, Double-blind, Non-inferiority Study With Active Control, to Evaluate the Immunogenicity and Safety of a Booster Immunization Scheme With a Single Intramuscular Dose of the Recombinant Vaccine Against SARS-CoV-2",2022-11-09,COMPLETED,0,Mexico,"Laboratorio Avi-Mex, S.A. de C.V."
400,NCT04845997,"NATIONAL VACCINATION REGISTRY FOR SARS-CoV-2 IN PATIENTS WITH RHEUMATIC DISEASES OF THE ARGENTINE SOCIETY OF RHEUMATOLOGY",2021-07-01,RECRUITING,0,Argentina,"Sociedad Argentina de Reumatologia"
401,NCT04367883,"Evaluation of Influenza Vaccination and Treatment With ACEI and ARB in the Evolution of SARS-CoV2 Infection",2020-03-01,RECRUITING,0,Spain,"Consorci Sanitari de Terrassa"
402,NCT04864561,"A Randomized, Observer-Blind, Controlled, Superiority Study To Compare The Immunogenicity Against COVID-19, Of VLA2001 Vaccine To AZD1222 Vaccine, In Adults Including a Randomized, Observer-blind, Placebo Controlled Part in Adolescents (≥12 to <18 Years)",2021-04-26,COMPLETED,0,"United Kingdom","Valneva Austria GmbH"
403,NCT05639998,"Phase 2 Randomized, Multi-centric of Heterologus Prime-Boost Combination of SARS-CoV-2 Vaccines to Evaluate the Immunogenicity and Safety of BBV152 (COVAXIN®) With BBV154 (Adenoviral Intranasal COVID-19 Vaccine) in Healthy Volunteers",2021-09-01,COMPLETED,0,India,"Bharat Biotech International Limited"
404,NCT04942405,"Efficacy, Immunogenicity, and Safety of the Two-Dose Inactivated COVID-19 Vaccine (TURKOVAC) Versus the Two-Dose CoronaVac (Sinovac) Vaccine in Healthy Subjects: A Randomized, Observer-Blinded, Phase III Clinical Trial",2021-06-21,COMPLETED,0,Turkey,"Health Institutes of Turkey"
405,NCT05321407,"Vaccine-induced SARS-CoV-2-specific T Cell Responses in Patients With Primary Immune Deficiency Disease",2021-09-24,RECRUITING,0,"United States","Duke University"
406,NCT04801888,"A Study to Evaluate the Safety and Immunogenicity of Concomitant Administration of the SARS-CoV-2 Inactivated Vaccine (Vero Cell) With Quadrivalent Influenza Vaccine in Adults Aged From 18 to 59 Years",2021-03-23,COMPLETED,0,China,"Sinovac Biotech Co., Ltd"
407,NCT04918888,"SARS-CoV-2 Vaccination in Oncologic Patients: A Prospective, Explorative Study",2021-04-19,COMPLETED,0,Austria,"Krankenhaus Barmherzige Schwestern Linz"
408,NCT05078905,"Longitudinal Observations of Vaccine Responses to SARS-CoV-2 and Other Emerging Infectious Diseases",2021-10-13,RECRUITING,0,"United States","National Institutes of Health Clinical Center (CC)"
409,NCT05379478,"An Evaluation of Immune Responses to SARS-CoV-2 Infection or Vaccination",2020-12-01,RECRUITING,0,"United States","Aditxt, Inc."
410,NCT05343871,"Randomized Controlled Trial to Assess the Immunogenicity and Safety of Full Versus Fractional Dose of Pfizer/BioNTech, AstraZeneca, and Sinovac COVID-19 Vaccines Given as a Booster Dose at Least 6 Months After Primary Vaccination Series or PCR-confirmed Infection With SARS-CoV-2 in Healthy Adults",2022-07-05,COMPLETED,0,"Brazil,Pakistan","Albert B. Sabin Vaccine Institute"
411,NCT05743361,"Studio Sierologico in Volontari Vaccinati Contro COVID-19",2021-01-07,COMPLETED,0,Italy,"Istituto Auxologico Italiano"
412,NCT05597761,"Immunogenicity of COVID-19 Vaccination in Immunocompromised Patients (Auto-COVID-VACC)",2023-05-15,RECRUITING,0,Germany,"University of Cologne"
413,NCT05716347,"Safety and Immunogenicity of a Recombinant SARS-CoV-2 S-Trimer Vaccine (CHO Cell) as Booster Shots in Healthy Adults Aged 18-59 Years Who Have Completed Two Doses of Inactivated SARS-CoV-2 Vaccine",2022-07-13,RECRUITING,0,China,"Binhui Biopharmaceutical Co., Ltd."
414,NCT04872751,"The Malaysian Study On Hemodialysis Patients SARS-COV-2 Vaccination Immune Response: A Prospective Observational Cohort Study",2021-04-27,UNKNOWN,0,Malaysia,"Penang Hospital, Malaysia"
415,NCT05060354,"Immune Response to SARS-CoV2 Vaccinations in Treated MS Patients Compared to Controls",2021-06-01,COMPLETED,0,"United States","Brigham and Women's Hospital"
416,NCT05775887,"A PHASE 1 RANDOMIZED, ACTIVE-CONTROLLED, DOUBLEBLIND, SINGLE CENTRE STUDY TO EVALUATE THE SAFETY AND IMMUNOGENICITY OF AN ADJUVANTED SARS-CoV-2 UQSC2 PROTEIN SUBUNIT VACCINE IN HEALTHY ADULTS, AGED 18 TO 50 YEARS.",2023-05-08,COMPLETED,0,Australia,"The University of Queensland"
417,NCT05321433,"The Association Between Tobacco Use and COVID-19 Infection and Adverse Outcomes in Three Nordic Countries: a Pooled Analysis",2022-04-01,COMPLETED,0,Sweden,"Karolinska Institutet"
418,NCT06162533,"SARS-CoV-2 Re-Infection Risk and Vaccine Efficacy in Austria: SARIVA Study",2023-07-01,COMPLETED,0,Austria,"Medical University of Graz"
419,NCT05074433,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Anti-Spike SARS-CoV-2 Monoclonal Antibodies as Pre-Exposure Prophylaxis to Prevent COVID-19 in Immunocompromised Participants",2021-10-25,TERMINATED,1,"United States,Mexico","Regeneron Pharmaceuticals"
420,NCT05194033,"Efficacy and Safety of Oral Lactobacillus Plantarum GUANKE (CGMCC NO.21720) in Enhancement of Antibody Level After SARS-CoV-2 Vaccination: A Prospective, Randomized, Double-blind, Placebo-Controlled Trial (Trial 1)",2022-03-09,COMPLETED,0,China,"Peking University"
